gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,tenure_bucket,service_count,revenue_to_date,contract_payment_risk,senior_high_charges,family_status,churn_actual,churn_proba,churn_pred,risk_category
Female,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),63.8,4684.3,48m+,6,4593.599999999999,0,0,Family,No,0.006436769736615951,0,Low
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,69.55,0-12m,1,69.55,1,0,Single,Yes,0.8994421754681767,1,Very High
Male,0,No,No,40,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,51.1,2092.9,36-48m,2,2044.0,1,0,Single,No,0.18019311054689852,0,Low
Male,0,No,No,1,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,62.05,62.05,0-12m,4,62.05,0,0,Single,Yes,0.43120710812467444,1,Medium
Female,1,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,85.0,0-12m,3,85.0,1,1,Single,Yes,0.8946914633057191,1,Very High
Male,0,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),98.3,6859.5,48m+,5,6881.0,0,0,Family,Yes,0.05401645962111653,0,Low
Male,0,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.9,1022.6,48m+,1,975.0999999999999,0,0,Single,No,0.023031232326261124,0,Low
Male,0,No,No,17,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,76.65,1313.55,12-24m,2,1303.0500000000002,1,0,Single,Yes,0.4328741959657087,1,Medium
Male,0,No,No,33,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),66.4,2245.4,24-36m,4,2191.2000000000003,0,0,Single,No,0.15466831504908307,0,Low
Male,1,Yes,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.45,1622.45,12-24m,5,1707.65,0,1,Couple,Yes,0.48625128836206144,1,Medium
Male,0,Yes,Yes,21,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),75.9,1549.75,12-24m,5,1593.9,0,0,Family,No,0.13229064876396987,0,Low
Female,0,No,No,35,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),85.95,3110.1,24-36m,7,3008.25,0,0,Single,Yes,0.130072234459798,0,Low
Female,0,No,No,12,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,60.65,743.3,0-12m,5,727.8,0,0,Single,No,0.17483279029830975,0,Low
Female,0,Yes,No,9,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,50.85,466.6,0-12m,2,457.65000000000003,0,0,Couple,No,0.15806649988062318,0,Low
Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.45,1709.1,48m+,2,1760.3999999999999,0,0,Family,No,0.0011015114500909817,0,Low
Male,1,Yes,No,18,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),59.1,1011.05,12-24m,3,1063.8,0,0,Couple,No,0.27962858228828674,0,Low
Female,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.1,6393.65,48m+,7,6327.799999999999,0,0,Couple,No,0.1524571866491105,0,Low
Female,1,No,Yes,30,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.3,2974.5,24-36m,5,3039.0,1,1,Family,No,0.555441725239122,1,Medium
Male,0,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,115.85,6567.9,48m+,8,6487.599999999999,0,0,Family,No,0.09269269688480758,0,Low
Male,0,No,No,10,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.9,1048.85,0-12m,4,949.0,1,0,Single,Yes,0.7138564855580373,1,High
Female,0,Yes,No,2,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.1,68.75,0-12m,1,70.2,1,0,Couple,Yes,0.6580934787030028,1,High
Female,0,Yes,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.65,471.35,12-24m,2,443.7,0,0,Family,No,0.04353703677876327,0,Low
Female,0,Yes,Yes,51,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,56.15,2898.95,48m+,4,2863.65,0,0,Family,No,0.13958450835129826,0,Low
Male,0,Yes,No,60,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.45,6572.85,48m+,7,6567.0,0,0,Couple,No,0.19439453843316873,0,Low
Female,0,Yes,Yes,24,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,55.15,1319.85,12-24m,3,1323.6,1,0,Family,No,0.293720159922062,0,Low
Male,0,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),115.65,7968.85,48m+,8,8095.5,0,0,Couple,Yes,0.24801412128302652,0,Low
Male,0,No,No,12,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,53.75,648.65,0-12m,3,645.0,0,0,Single,No,0.2312230666258463,0,Low
Male,0,Yes,Yes,25,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),61.6,1611.0,24-36m,4,1540.0,0,0,Family,No,0.10442887180975204,0,Low
Male,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.35,695.85,24-36m,1,732.6,0,0,Single,No,0.005203375926030081,0,Low
Male,0,Yes,Yes,11,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.6,1020.2,0-12m,3,996.5999999999999,1,0,Family,No,0.5093430345184184,1,Medium
Male,0,Yes,Yes,7,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,89.75,608.8,0-12m,4,628.25,1,0,Family,Yes,0.5845087533057387,1,Medium
Female,1,Yes,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.1,2510.7,24-36m,5,2550.6,0,1,Couple,No,0.5227848671455397,1,Medium
Male,0,No,No,41,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,74.25,3089.1,36-48m,2,3044.25,1,0,Single,No,0.4737248466294906,1,Medium
Female,1,No,No,57,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,55.0,3094.05,48m+,4,3135.0,1,0,Single,No,0.3076694011818936,0,Medium
Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),90.1,2598.95,24-36m,3,2522.7999999999997,0,0,Family,Yes,0.31707778069140474,0,Medium
Female,0,No,No,10,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,64.9,685.55,0-12m,4,649.0,0,0,Single,No,0.17945422159683866,0,Low
Female,0,No,No,41,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),56.3,2364.0,36-48m,3,2308.2999999999997,0,0,Single,No,0.14664093131524897,0,Low
Female,0,No,No,22,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.05,1886.25,12-24m,4,1959.1,1,0,Single,No,0.44831322016124875,1,Medium
Female,0,No,No,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.95,6465.0,48m+,7,6438.150000000001,0,0,Single,Yes,0.19828485583550795,0,Low
Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.45,270.2,12-24m,1,252.85,0,0,Single,No,0.01638981552100489,0,Low
Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),100.7,6018.65,48m+,6,6142.7,0,0,Family,No,0.18415823630798314,0,Low
Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,20.05,0-12m,1,20.05,0,0,Family,No,0.4895950969646248,1,Medium
Female,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.35,309.25,12-24m,1,348.3,0,0,Family,No,0.01070480873520142,0,Low
Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),87.95,522.35,0-12m,4,527.7,0,0,Single,No,0.6950449287124978,1,High
Female,0,No,No,7,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,59.5,415.95,0-12m,3,416.5,0,0,Single,Yes,0.2344645886084936,0,Low
Female,0,Yes,Yes,9,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,55.3,501.2,0-12m,3,497.7,0,0,Family,No,0.20362411044226655,0,Low
Male,1,Yes,Yes,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),49.25,49.25,0-12m,2,49.25,0,0,Family,Yes,0.5074162526691633,1,Medium
Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.8,713.1,0-12m,2,727.1999999999999,1,0,Single,Yes,0.6392177359151583,1,High
Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.45,900.9,48m+,1,1002.05,0,0,Couple,No,0.03686511752005125,0,Low
Female,0,No,No,15,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.1,1426.4,12-24m,5,1486.5,0,0,Single,Yes,0.49916921795254043,1,Medium
Female,0,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.55,608.5,24-36m,1,586.5,0,0,Family,No,0.039750415532723904,0,Low
Female,1,Yes,No,70,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),75.65,5411.4,48m+,2,5295.5,0,1,Couple,No,0.08805042572105354,0,Low
Male,0,No,No,25,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,2686.05,24-36m,6,2637.5,1,0,Single,No,0.5263497226017148,1,Medium
Female,0,Yes,Yes,49,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),35.8,1782.0,48m+,2,1754.1999999999998,0,0,Family,No,0.0533481632535015,0,Low
Male,0,No,No,18,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.15,476.8,12-24m,0,452.7,0,0,Single,No,0.15376319861659005,0,Low
Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.2,532.1,24-36m,1,480.0,0,0,Single,No,0.026973861878848215,0,Low
Male,0,No,Yes,23,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,40.1,857.75,12-24m,3,922.3000000000001,0,0,Family,No,0.023829417291989476,0,Low
Male,0,Yes,Yes,67,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),103.15,6895.5,48m+,6,6911.05,0,0,Family,No,0.04601446503934913,0,Low
Male,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.5,759.35,24-36m,1,717.5,0,0,Family,No,0.013590144213624708,0,Low
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.85,45.85,0-12m,1,45.85,0,0,Single,Yes,0.5683770503774569,1,Medium
Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),114.45,8375.05,48m+,8,8240.4,0,0,Couple,No,0.013602049317592265,0,Low
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.7,20.7,0-12m,1,20.7,1,0,Single,No,0.3283546655919536,0,Medium
Male,1,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.95,4859.1,48m+,3,4857.0,1,1,Family,No,0.263733098528249,0,Low
Female,0,No,No,7,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,59.1,369.25,0-12m,3,413.7,0,0,Single,No,0.266101984540094,0,Low
Male,0,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,1240.15,48m+,1,1251.2,0,0,Single,No,0.03454544204166126,0,Low
Female,0,No,No,15,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,48.85,736.8,12-24m,2,732.75,1,0,Single,No,0.3286805338587246,0,Medium
Male,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.85,35.9,0-12m,1,39.7,0,0,Family,Yes,0.03732702994882621,0,Low
Female,0,No,No,13,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,78.75,995.35,12-24m,6,1023.75,1,0,Single,No,0.39833183769135666,1,Medium
Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.35,2515.3,24-36m,5,2557.1,1,0,Single,Yes,0.6259238253501227,1,High
Female,0,Yes,No,52,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,35.45,1958.95,48m+,2,1843.4,0,0,Couple,No,0.0449058244565765,0,Low
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.2,20.2,0-12m,1,20.2,0,0,Single,Yes,0.40249647820477974,1,Medium
Female,1,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.85,1424.95,12-24m,4,1347.75,1,1,Single,Yes,0.5477868410205512,1,Medium
Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),74.9,147.15,0-12m,2,149.8,0,0,Single,Yes,0.6202163673016033,1,High
Female,0,Yes,Yes,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,91.15,2995.45,24-36m,4,2825.65,1,0,Family,Yes,0.4323415988927612,1,Medium
Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),75.5,2018.1,24-36m,2,1963.0,0,0,Single,No,0.1543625056482244,0,Low
Female,0,No,No,10,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.75,301.9,0-12m,1,297.5,0,0,Single,No,0.20825390398234703,0,Low
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,20.05,0-12m,1,20.05,0,0,Single,No,0.4351992273919152,1,Medium
Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.6,195.05,0-12m,2,159.2,1,1,Single,Yes,0.7357446152849313,1,High
Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.3,28.3,0-12m,1,38.6,0,0,Single,Yes,0.09849427784662895,0,Low
Female,0,Yes,No,13,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),48.75,633.4,12-24m,3,633.75,0,0,Couple,Yes,0.26389071343317405,0,Low
Male,0,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.75,2453.3,24-36m,5,2466.75,0,0,Family,No,0.13217797322749084,0,Low
Female,1,No,No,46,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),91.3,4126.35,36-48m,4,4199.8,0,1,Single,No,0.2014118635795748,0,Low
Female,0,No,No,13,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,49.15,649.4,12-24m,3,638.9499999999999,1,0,Single,No,0.4541828636564814,1,Medium
Female,1,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.75,4056.75,36-48m,6,3949.75,0,1,Single,Yes,0.4196996730720409,1,Medium
Female,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.1,1143.8,48m+,1,1165.1000000000001,0,0,Family,No,0.07182616946826391,0,Low
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.8,20.8,0-12m,1,20.8,0,0,Single,No,0.45615411815251483,1,Medium
Female,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,75.85,647.5,0-12m,2,682.65,1,0,Family,No,0.5698463297809596,1,Medium
Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.6,207.4,0-12m,1,208.79999999999998,0,0,Single,No,0.5578768387906665,1,Medium
Male,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,1363.45,48m+,1,1373.1,0,0,Couple,No,0.00536689139566989,0,Low
Female,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.3,1296.15,48m+,1,1258.6000000000001,0,0,Family,No,0.003265086032917816,0,Low
Male,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.7,419.4,12-24m,1,394.0,0,0,Single,No,0.004070365547169428,0,Low
Male,0,No,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,104.0,6363.45,48m+,6,6344.0,0,0,Single,No,0.2698041713980802,0,Low
Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,23.9,97.5,0-12m,2,95.6,0,0,Single,No,0.06406686733315432,0,Low
Male,0,Yes,No,63,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,102.6,6296.75,48m+,5,6463.799999999999,0,0,Couple,No,0.109688352673494,0,Low
Male,0,No,No,50,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,35.0,1782.4,48m+,2,1750.0,0,0,Single,No,0.08917427754734039,0,Low
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.5,80.5,0-12m,2,80.5,1,0,Single,Yes,0.8527224154483727,1,Very High
Female,0,Yes,Yes,70,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),74.1,5222.3,48m+,6,5187.0,0,0,Family,No,0.08925285809313399,0,Low
Female,0,Yes,Yes,72,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),76.8,5468.45,48m+,5,5529.599999999999,0,0,Family,No,0.06322215928034378,0,Low
Female,0,No,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,60.55,1982.6,24-36m,4,2119.25,1,0,Single,No,0.16597703659698582,0,Low
Male,0,No,No,12,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,67.25,832.3,0-12m,5,807.0,1,0,Single,No,0.25475832419237265,0,Low
Female,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),109.8,6109.65,48m+,7,6148.8,0,0,Couple,No,0.21712212975244577,0,Low
Male,0,No,Yes,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.75,871.4,0-12m,2,885.0,0,0,Family,Yes,0.3959614147046804,1,Medium
Female,0,No,No,36,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,55.8,1941.5,24-36m,3,2008.8,0,0,Single,No,0.07786098203502317,0,Low
Female,0,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),105.75,4228.55,36-48m,6,4230.0,0,0,Couple,No,0.20235226087793964,0,Low
Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,59.75,0-12m,1,58.800000000000004,0,0,Single,Yes,0.11443533139264835,0,Low
Female,1,No,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),103.75,4188.4,36-48m,6,4150.0,0,1,Single,No,0.2803092134353465,0,Low
Male,0,Yes,No,67,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),70.9,4677.1,48m+,6,4750.3,0,0,Couple,No,0.032314560977817,0,Low
Female,0,No,No,67,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),72.35,4991.5,48m+,5,4847.45,0,0,Single,No,0.05451231018850018,0,Low
Female,0,No,No,7,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.85,458.1,0-12m,3,467.94999999999993,1,0,Single,No,0.37057464760471004,1,Medium
Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,90.4,268.45,0-12m,4,271.20000000000005,1,0,Single,No,0.6022702201582895,1,High
Male,0,No,No,42,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.3,4222.95,36-48m,5,4212.599999999999,1,0,Single,No,0.6073399909481576,1,High
Female,0,Yes,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.2,1077.5,36-48m,2,1048.0,1,0,Family,No,0.027836007521288085,0,Low
Female,1,Yes,No,53,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,94.0,4871.45,48m+,5,4982.0,0,1,Couple,No,0.11144258248670098,0,Low
Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.55,61.05,0-12m,1,58.650000000000006,1,0,Single,No,0.17323477050248182,0,Low
Female,1,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.1,816.8,0-12m,4,810.9,1,1,Single,No,0.7349435162645881,1,High
Female,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.1,1326.25,48m+,1,1447.2,0,0,Family,No,0.008806952952297765,0,Low
Male,1,No,No,46,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.0,3969.4,36-48m,3,3910.0,1,1,Single,Yes,0.3958172714409357,1,Medium
Female,0,Yes,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.1,1551.6,48m+,2,1470.1000000000001,0,0,Family,No,0.013168983378133454,0,Low
Female,0,Yes,Yes,54,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),69.95,3871.85,48m+,5,3777.3,0,0,Family,No,0.009537770915076543,0,Low
Male,0,No,No,11,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,41.6,470.6,0-12m,2,457.6,0,0,Single,Yes,0.3190317755962878,0,Medium
Female,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.55,521.8,24-36m,1,566.95,0,0,Couple,No,0.026211183803634346,0,Low
Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,111.3,7482.1,48m+,7,7457.099999999999,0,0,Family,Yes,0.12297830609199306,0,Low
Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,97.95,4917.9,48m+,5,4799.55,0,0,Family,No,0.24352361863413116,0,Low
Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),100.55,7325.1,48m+,6,7239.599999999999,0,0,Couple,No,0.038009045867542515,0,Low
Female,0,Yes,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),87.25,6328.7,48m+,7,6194.75,0,0,Family,No,0.002524770069488046,0,Low
Female,1,No,No,44,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),74.85,3268.05,36-48m,5,3293.3999999999996,0,1,Single,No,0.15331300830998212,0,Low
Male,0,Yes,Yes,41,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),60.3,2511.3,36-48m,4,2472.2999999999997,0,0,Family,No,0.07244091142020061,0,Low
Female,0,No,No,11,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,58.95,601.6,0-12m,3,648.45,0,0,Single,No,0.2690669034656118,0,Low
Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.3,279.3,12-24m,1,250.9,0,0,Single,No,0.07157044607066904,0,Low
Female,1,Yes,No,55,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),88.8,4805.3,48m+,4,4884.0,0,1,Couple,No,0.08400652710333706,0,Low
Female,0,No,No,11,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),48.55,501.0,0-12m,2,534.05,0,0,Single,Yes,0.15932507717292108,0,Low
